Street Address,City,State,ZIP Code,Price,Bedrooms,Bathrooms,Square Footage,Property Type,Image_Path
1935 Piedmont Rd,San Jose,CA,95154,951000,6,2,3434,Single Family,property_images/single_family_images/single_family_237.jpg
2487 Senter Rd,San Jose,CA,95151,2516000,1,4,1133,Single Family,property_images/single_family_images/single_family_238.jpg
5209 Lelong St,San Jose,CA,95192,718000,1,2,4777,Single Family,property_images/single_family_images/single_family_239.jpg
1997 Senter Rd,San Jose,CA,95186,2040000,1,3,3021,Single Family,property_images/single_family_images/single_family_240.jpg
3756 Jackson Ave,San Jose,CA,95161,1776000,3,1,4715,Apartment,property_images/apartment_images/apartment_242.jpg
5465 Lick Mill Blvd,San Jose,CA,95123,692000,2,1,4754,Single Family,property_images/single_family_images/single_family_241.jpg
9252 McKee Rd,San Jose,CA,95172,1872000,6,2,2352,Single Family,property_images/single_family_images/single_family_242.jpg
8044 Blossom Hill Road,San Jose,CA,95162,2087000,2,4,919,Apartment,property_images/apartment_images/apartment_243.jpg
7187 Brophy Ct,San Jose,CA,95155,2775000,2,1,1007,Single Family,property_images/single_family_images/single_family_243.jpg
5462 Brophy Ct,San Jose,CA,95174,782000,4,1,2213,Apartment,property_images/apartment_images/apartment_244.jpg
6748 Piedmont Rd,San Jose,CA,95158,2752000,3,1,4201,Apartment,property_images/apartment_images/apartment_245.jpg
7737 South Bascom Ave,San Jose,CA,95158,627000,2,4,996,Apartment,property_images/apartment_images/apartment_246.jpg
3316 El Camino Real,San Jose,CA,95111,2474000,4,2,4745,Single Family,property_images/single_family_images/single_family_244.jpg
4853 South Bascom Ave,San Jose,CA,95154,1589000,4,1,4705,Apartment,property_images/apartment_images/apartment_247.jpg
2133 McKee Rd,San Jose,CA,95167,1020000,4,4,2658,Apartment,property_images/apartment_images/apartment_248.jpg
6894 Pomeroy Ave,San Jose,CA,95129,2488000,3,4,2172,Apartment,property_images/apartment_images/apartment_249.jpg
4061 Santa Teresa Blvd,San Jose,CA,95173,1974000,5,2,4355,Single Family,property_images/single_family_images/single_family_245.jpg
3341 Pomeroy Ave,San Jose,CA,95146,2488000,5,4,1148,Single Family,property_images/single_family_images/single_family_246.jpg
4658 Brophy Ct,San Jose,CA,95154,651000,3,4,1573,Single Family,property_images/single_family_images/single_family_247.jpg
8528 Senter Rd,San Jose,CA,95166,655000,6,1,3094,Apartment,property_images/apartment_images/apartment_250.jpg
4654 Monterey Hwy,San Jose,CA,95127,1023000,3,2,4038,Single Family,property_images/single_family_images/single_family_248.jpg
6586 Monterey Hwy,San Jose,CA,95140,1996000,6,4,4545,Single Family,property_images/single_family_images/single_family_249.jpg
6306 El Camino Real,San Jose,CA,95182,1108000,4,4,3280,Apartment,property_images/apartment_images/apartment_251.jpg
2096 Cedar Ave,San Jose,CA,95112,1043640,5,2,2899,Single Family,
2796 Elm St,San Jose,CA,95129,1469994,3,2,2022,Single Family,
1762 Pine St,San Jose,CA,95125,1433850,3,2,2370,Apartment,
1766 Cedar Ave,San Jose,CA,95126,839160,2,1,1332,Apartment,
7689 Park Ave,San Jose,CA,95112,1266840,3,1,1863,Apartment,
1603 Cedar Ave,San Jose,CA,95126,779328,2,1,1312,Apartment,
2761 Birch Ln,San Jose,CA,95125,686035,2,1,1153,Apartment,
9514 Cedar Ave,San Jose,CA,95126,2782080,6,4,4032,Single Family,
6668 Willow Dr,San Jose,CA,95129,1222153,5,3,3191,Single Family,
2454 Willow Dr,San Jose,CA,95131,1386249,4,2,2671,Apartment,
4539 Birch Ln,San Jose,CA,95132,565713,1,1,789,Apartment,
6928 Pine St,San Jose,CA,95125,1647900,5,4,3662,Single Family,
6064 Main St,San Jose,CA,95132,1589830,4,1,2134,Apartment,
6841 Sunset Blvd,San Jose,CA,95127,2347635,4,3,2953,Apartment,
1699 Park Ave,San Jose,CA,95129,477090,1,1,1026,Apartment,
9983 Oak St,San Jose,CA,95125,1330183,4,3,2777,Single Family,
994 Elm St,San Jose,CA,95128,2485208,5,4,3644,Single Family,
7722 Pine St,San Jose,CA,95127,878416,2,1,1364,Apartment,
3224 Birch Ln,San Jose,CA,95130,1642208,4,2,2336,Apartment,
7050 Park Ave,San Jose,CA,95112,942417,3,2,2137,Apartment,
9419 Oak St,San Jose,CA,95128,2021250,5,1,2695,Single Family,
7317 Oak St,San Jose,CA,95130,2404864,6,5,4697,Single Family,
6711 Birch Ln,San Jose,CA,95129,1794282,4,2,2499,Apartment,
5284 Elm St,San Jose,CA,95128,1248555,3,1,1645,Apartment,
3031 Birch Ln,San Jose,CA,95131,958390,3,2,2390,Apartment,
512 Park Ave,San Jose,CA,95132,1316317,5,4,3529,Single Family,
2578 Elm St,San Jose,CA,95126,1718928,5,4,3979,Single Family,
9287 Maple Ave,San Jose,CA,95128,1198575,4,1,2283,Single Family,
6602 Sunset Blvd,San Jose,CA,95123,648284,1,1,1183,Apartment,
7524 Pine St,San Jose,CA,95130,1654250,6,2,3250,Single Family,
891 Park Ave,San Jose,CA,95130,769600,1,1,962,Apartment,
1740 Oak St,San Jose,CA,95112,2173738,5,4,3787,Single Family,
2344 Pine St,San Jose,CA,95125,952476,3,1,1564,Single Family,
7676 Cedar Ave,San Jose,CA,95112,2605645,6,5,4781,Single Family,
9368 Birch Ln,San Jose,CA,95132,1595076,6,5,4468,Single Family,
9083 Pine St,San Jose,CA,95112,2349360,6,2,3263,Single Family,
1746 Park Ave,San Jose,CA,95125,708186,1,1,901,Apartment,
251 Willow Dr,San Jose,CA,95129,1390158,3,1,1947,Apartment,
8523 Park Ave,San Jose,CA,95132,816912,1,1,1098,Apartment,
2420 Park Ave,San Jose,CA,95125,1906555,5,2,2867,Single Family,
9067 Birch Ln,San Jose,CA,95129,472446,2,1,1346,Apartment,
9176 Pine St,San Jose,CA,95125,2054460,6,1,2910,Single Family,
7755 Sunset Blvd,San Jose,CA,95123,311736,1,1,838,Apartment,
7401 Park Ave,San Jose,CA,95131,676260,3,2,1989,Apartment,
1293 Cedar Ave,San Jose,CA,95129,987000,4,1,2350,Single Family,
9406 Willow Dr,San Jose,CA,95128,546360,2,1,1256,Apartment,
8797 Park Ave,San Jose,CA,95131,674625,1,1,875,Apartment,
3579 Elm St,San Jose,CA,95126,661640,1,1,952,Apartment,
518 Cedar Ave,San Jose,CA,95123,365160,1,1,1020,Apartment,
3774 Main St,San Jose,CA,95126,836553,5,1,2397,Single Family,
8315 Pine St,San Jose,CA,95131,1029936,2,1,1497,Apartment,
4506 Maple Ave,San Jose,CA,95112,1553448,4,1,2298,Apartment,
6964 Park Ave,San Jose,CA,95128,523036,1,1,916,Apartment,
848 Pine St,San Jose,CA,95132,484512,2,1,1442,Apartment,
2129 Oak St,San Jose,CA,95112,862172,4,1,2108,Single Family,
1107 Maple Ave,San Jose,CA,95123,477020,2,1,1564,Apartment,
5629 Elm St,San Jose,CA,95132,981540,4,2,2660,Apartment,
5671 Elm St,San Jose,CA,95125,2417301,4,3,3033,Single Family,
6914 Cedar Ave,San Jose,CA,95131,776130,2,1,1230,Apartment,
3825 Willow Dr,San Jose,CA,95125,1800832,5,1,2558,Single Family,
5241 Sunset Blvd,San Jose,CA,95130,1189698,4,2,2553,Single Family,
831 Oak St,San Jose,CA,95123,774835,3,2,2195,Apartment,
4647 Main St,San Jose,CA,95127,680085,3,1,1785,Single Family,
786 Maple Ave,San Jose,CA,95130,601065,3,1,1665,Single Family,
7902 Cedar Ave,San Jose,CA,95123,971916,3,2,2189,Apartment,
1878 Maple Ave,San Jose,CA,95126,1554656,5,1,2557,Single Family,
1390 Park Ave,San Jose,CA,95123,1610750,6,4,4250,Single Family,
118 Willow Dr,San Jose,CA,95127,2939003,5,4,3977,Single Family,
3222 Pine St,San Jose,CA,95128,1102142,2,1,1579,Apartment,
9963 Pine St,San Jose,CA,95128,1385665,3,2,2155,Apartment,
6493 Main St,San Jose,CA,95123,527098,1,1,1067,Apartment,
8362 Cedar Ave,San Jose,CA,95123,609528,2,1,1398,Apartment,
563 Maple Ave,San Jose,CA,95131,456306,2,1,1289,Apartment,
290 Oak St,San Jose,CA,95130,1909920,4,2,2595,Single Family,
6260 Main St,San Jose,CA,95127,514800,3,1,1716,Single Family,
1106 Maple Ave,San Jose,CA,95132,1504744,4,3,3148,Apartment,
4965 Oak St,San Jose,CA,95131,1113742,3,1,1501,Single Family,
4265 Oak St,San Jose,CA,95125,2356490,5,3,3319,Single Family,
8809 Sunset Blvd,San Jose,CA,95112,913716,2,1,1493,Apartment,
6878 Birch Ln,San Jose,CA,95127,1661600,5,1,2680,Single Family,
405 Willow Dr,San Jose,CA,95125,1282918,3,1,1862,Apartment,
8855 Maple Ave,San Jose,CA,95112,2735964,6,5,4653,Single Family,
9145 Maple Ave,San Jose,CA,95123,809368,2,1,1192,Apartment,
3909 Birch Ln,San Jose,CA,95126,933098,5,1,2462,Single Family,
5501 Elm St,San Jose,CA,95126,478545,1,1,915,Apartment,
4866 Cedar Ave,San Jose,CA,95125,1670790,5,1,2490,Single Family,
771 Elm St,San Jose,CA,95123,1541560,3,2,2267,Single Family,
9538 Elm St,San Jose,CA,95132,2170347,5,2,3187,Single Family,
9022 Oak St,San Jose,CA,95130,2082507,4,2,2751,Apartment,
6971 Main St,San Jose,CA,95112,1212850,4,3,3175,Apartment,
5844 Maple Ave,San Jose,CA,95128,1151416,5,2,2836,Single Family,
6080 Oak St,San Jose,CA,95112,2240304,6,4,4243,Single Family,
265 Main St,San Jose,CA,95126,1642736,4,2,2474,Single Family,
303 Maple Ave,San Jose,CA,95132,998144,3,1,1792,Apartment,
1070 Pine St,San Jose,CA,95112,792090,1,1,1170,Apartment,
8240 Main St,San Jose,CA,95112,652643,1,1,1147,Apartment,
525 Sunset Blvd,San Jose,CA,95123,1184364,3,1,1773,Apartment,
4261 Elm St,San Jose,CA,95125,1610898,4,1,2103,Single Family,
3950 Park Ave,San Jose,CA,95131,819408,3,2,2064,Apartment,
4495 Elm St,San Jose,CA,95129,2119205,6,3,3635,Single Family,
5196 Willow Dr,San Jose,CA,95112,1653372,3,2,2268,Apartment,
4468 Elm St,San Jose,CA,95129,2127830,4,2,2735,Single Family,
701 Oak St,San Jose,CA,95123,805908,1,1,1124,Apartment,
1917 Maple Ave,San Jose,CA,95123,1789400,5,2,3112,Single Family,
9830 Pine St,San Jose,CA,95131,539275,2,1,1325,Apartment,
4739 Maple Ave,San Jose,CA,95112,1186101,4,2,2529,Apartment,
474 Elm St,San Jose,CA,95127,498456,1,1,1032,Apartment,
1029 Oak St,San Jose,CA,95130,2052760,4,2,2774,Single Family,
7813 Birch Ln,San Jose,CA,95127,2265835,5,3,3169,Single Family,
2213 Park Ave,San Jose,CA,95126,654754,2,1,1478,Apartment,
2226 Oak St,San Jose,CA,95125,463260,1,1,1103,Apartment,
8452 Park Ave,San Jose,CA,95130,1123670,2,1,1565,Apartment,
1750 Maple Ave,San Jose,CA,95112,637416,2,1,1362,Apartment,
1749 Sunset Blvd,San Jose,CA,95127,1385262,4,2,2754,Apartment,
2334 Park Ave,San Jose,CA,95112,1103844,2,1,1428,Apartment,
8246 Main St,San Jose,CA,95112,3695732,6,5,4726,Single Family,
6609 Oak St,San Jose,CA,95129,1547280,4,3,2763,Apartment,
2595 Cedar Ave,San Jose,CA,95131,981058,2,1,1261,Apartment,
4748 Main St,San Jose,CA,95126,1556720,4,2,2552,Apartment,
3332 Pine St,San Jose,CA,95127,1941680,5,4,3734,Single Family,
9673 Elm St,San Jose,CA,95129,634728,4,1,1996,Single Family,
2017 Oak St,San Jose,CA,95132,1559580,3,2,2363,Single Family,
1273 Birch Ln,San Jose,CA,95129,561150,2,1,1290,Apartment,
3002 Birch Ln,San Jose,CA,95123,1181808,3,2,2088,Apartment,
2603 Main St,San Jose,CA,95130,628910,1,1,1031,Apartment,
4109 Cedar Ave,San Jose,CA,95126,539994,1,1,966,Apartment,
9188 Elm St,San Jose,CA,95129,991199,4,3,2761,Apartment,
3220 Cedar Ave,San Jose,CA,95131,2111688,5,3,3336,Single Family,
9857 Maple Ave,San Jose,CA,95130,1352000,3,1,1690,Single Family,
3491 Willow Dr,San Jose,CA,95129,1530528,3,2,2384,Single Family,
6730 Birch Ln,San Jose,CA,95130,885444,3,1,1743,Single Family,
3017 Sunset Blvd,San Jose,CA,95130,862196,3,2,1964,Apartment,
4436 Oak St,San Jose,CA,95128,656139,3,1,1947,Apartment,
3517 Pine St,San Jose,CA,95127,800835,2,1,1315,Apartment,
5448 Park Ave,San Jose,CA,95128,909845,2,1,1415,Apartment,
6148 Oak St,San Jose,CA,95126,718680,3,1,1590,Single Family,
7756 Oak St,San Jose,CA,95131,2773614,6,4,4241,Single Family,
5995 Maple Ave,San Jose,CA,95128,1363584,3,2,2144,Apartment,
9936 Elm St,San Jose,CA,95125,1600292,6,3,3739,Single Family,
7390 Cedar Ave,San Jose,CA,95128,1906632,4,2,2522,Apartment,
7432 Pine St,San Jose,CA,95112,2095292,4,2,2659,Single Family,
9460 Pine St,San Jose,CA,95126,1252606,3,1,1646,Single Family,
2838 Elm St,San Jose,CA,95130,667340,2,1,1220,Apartment,
5552 Cedar Ave,San Jose,CA,95123,1515669,4,1,1921,Single Family,
4742 Willow Dr,San Jose,CA,95128,1863960,6,1,2940,Single Family,
7244 Park Ave,San Jose,CA,95130,1839834,4,2,2493,Apartment,
4362 Oak St,San Jose,CA,95131,701344,3,1,1616,Single Family,
1080 Park Ave,San Jose,CA,95131,2766567,6,3,3579,Single Family,
6189 Cedar Ave,San Jose,CA,95131,1483872,5,1,2784,Single Family,
856 Pine St,San Jose,CA,95132,1003749,2,1,1333,Apartment,
9596 Birch Ln,San Jose,CA,95130,601392,1,1,816,Apartment,
7234 Cedar Ave,San Jose,CA,95131,306588,1,1,881,Apartment,
7979 Cedar Ave,San Jose,CA,95112,1350000,4,2,2500,Single Family,
2267 Elm St,San Jose,CA,95125,1603562,6,5,4442,Single Family,
7583 Maple Ave,San Jose,CA,95125,2521152,6,4,4377,Single Family,
8979 Cedar Ave,San Jose,CA,95125,1582791,4,1,2001,Single Family,
9589 Birch Ln,San Jose,CA,95126,1692810,4,2,2687,Single Family,
1277 Birch Ln,San Jose,CA,95125,419490,1,1,885,Apartment,
8273 Oak St,San Jose,CA,95128,1961754,6,3,3522,Single Family,
5092 Park Ave,San Jose,CA,95112,2287320,6,1,3112,Single Family,
1573 Birch Ln,San Jose,CA,95130,484758,2,1,1146,Apartment,
880 Park Ave,San Jose,CA,95125,548928,1,1,953,Apartment,
6736 Elm St,San Jose,CA,95129,1730022,5,1,2423,Single Family,
2743 Willow Dr,San Jose,CA,95123,1029548,4,3,3046,Single Family,
1952 Pine St,San Jose,CA,95129,2044160,4,3,3194,Apartment,
9888 Elm St,San Jose,CA,95123,832073,2,1,1129,Apartment,
1751 Main St,San Jose,CA,95112,798400,3,2,1996,Apartment,
4768 Oak St,San Jose,CA,95129,2227615,4,3,2795,Single Family,
8545 Elm St,San Jose,CA,95131,1234278,6,3,3609,Single Family,
2208 Maple Ave,San Jose,CA,95130,1440603,5,1,2713,Single Family,
3138 Elm St,San Jose,CA,95132,1347534,5,3,3482,Single Family,
867 Oak St,San Jose,CA,95129,804532,2,1,1447,Apartment,
6697 Maple Ave,San Jose,CA,95131,2266159,5,4,3661,Single Family,
6994 Maple Ave,San Jose,CA,95127,766017,3,1,1737,Single Family,
5561 Sunset Blvd,San Jose,CA,95112,405810,1,1,835,Apartment,
7386 Maple Ave,San Jose,CA,95123,1073044,3,2,2017,Apartment,
237 Sunset Blvd,San Jose,CA,95130,318240,1,1,936,Apartment,
230 Pine St,San Jose,CA,95112,645825,3,1,1635,Apartment,
8514 Willow Dr,San Jose,CA,95132,680800,2,1,1184,Apartment,
6827 Willow Dr,San Jose,CA,95131,775268,3,1,1754,Single Family,
2676 Oak St,San Jose,CA,95126,1095552,5,1,2536,Single Family,
8618 Willow Dr,San Jose,CA,95129,1769738,6,2,3149,Single Family,
4974 Birch Ln,San Jose,CA,95125,669042,1,1,981,Apartment,
1872 Willow Dr,San Jose,CA,95126,1685250,5,3,3150,Single Family,
171 Pine St,San Jose,CA,95129,2535936,5,3,3328,Single Family,
1932 Cedar Ave,San Jose,CA,95126,659404,3,1,1868,Apartment,
3032 Birch Ln,San Jose,CA,95128,1591600,3,2,2300,Single Family,
6615 Elm St,San Jose,CA,95128,506175,2,1,1191,Apartment,
9176 Park Ave,San Jose,CA,95128,856130,3,1,1991,Apartment,
6377 Maple Ave,San Jose,CA,95127,960058,5,2,3179,Single Family,
6270 Maple Ave,San Jose,CA,95130,1484106,4,1,2067,Apartment,
7244 Pine St,San Jose,CA,95125,1337040,3,1,1857,Apartment,
8014 Willow Dr,San Jose,CA,95132,713372,1,1,1046,Apartment,
8216 Birch Ln,San Jose,CA,95128,3160797,6,4,4089,Single Family,
4285 Main St,San Jose,CA,95130,1127555,4,2,2717,Apartment,
2774 Maple Ave,San Jose,CA,95126,1933452,4,2,2498,Single Family,
9909 Cedar Ave,San Jose,CA,95131,1610512,4,1,2108,Apartment,
2616 Cedar Ave,San Jose,CA,95131,792340,1,1,1145,Apartment,
3437 Main St,San Jose,CA,95127,919512,3,1,1548,Single Family,
4354 Park Ave,San Jose,CA,95112,1097376,3,2,2208,Apartment,
8109 Elm St,San Jose,CA,95130,1517920,3,2,2120,Apartment,
1912 Pine St,San Jose,CA,95131,1325858,4,3,3034,Single Family,
6812 Willow Dr,San Jose,CA,95129,1301932,3,1,1949,Single Family,
7620 Sunset Blvd,San Jose,CA,95130,1309091,5,4,3979,Single Family,
3795 Pine St,San Jose,CA,95126,1646949,3,2,2297,Single Family,
2911 Sunset Blvd,San Jose,CA,95132,1447600,4,1,2200,Single Family,
7898 Main St,San Jose,CA,95129,2427536,5,4,3508,Single Family,
7610 Elm St,San Jose,CA,95112,386613,2,1,1161,Apartment,
1818 Elm St,San Jose,CA,95130,1198626,6,1,2794,Single Family,
2165 Oak St,San Jose,CA,95126,1165073,3,1,1829,Single Family,
9892 Sunset Blvd,San Jose,CA,95131,1511984,6,2,3566,Single Family,
6378 Birch Ln,San Jose,CA,95131,1483662,4,1,2311,Single Family,
7904 Maple Ave,San Jose,CA,95129,662661,1,1,909,Apartment,
5887 Oak St,San Jose,CA,95129,2443728,5,3,3117,Single Family,
3140 Willow Dr,San Jose,CA,95131,988758,5,2,3033,Single Family,
7687 Park Ave,San Jose,CA,95112,515268,2,1,1404,Apartment,
6650 Cedar Ave,San Jose,CA,95130,1245552,4,2,2359,Apartment,
2185 Birch Ln,San Jose,CA,95131,1660806,4,2,2421,Single Family,
1395 Pine St,San Jose,CA,95125,1405760,6,3,3680,Single Family,
5958 Sunset Blvd,San Jose,CA,95129,1729593,6,5,4401,Single Family,
3174 Sunset Blvd,San Jose,CA,95123,1700748,3,2,2142,Apartment,
2617 Main St,San Jose,CA,95128,1705364,4,1,2362,Apartment,
7228 Maple Ave,San Jose,CA,95130,621285,1,1,915,Apartment,
9031 Main St,San Jose,CA,95112,852660,2,1,1579,Apartment,
5368 Park Ave,San Jose,CA,95125,634480,1,1,1030,Apartment,
1726 Willow Dr,San Jose,CA,95129,844590,2,1,1198,Apartment,
1914 Sunset Blvd,San Jose,CA,95132,610280,1,1,803,Apartment,
7719 Cedar Ave,San Jose,CA,95131,1030161,3,1,1749,Apartment,
7705 Oak St,San Jose,CA,95127,634635,2,1,1567,Apartment,
7093 Maple Ave,San Jose,CA,95129,1072296,3,1,1686,Single Family,
7047 Elm St,San Jose,CA,95128,572052,2,1,1158,Apartment,
4620 Oak St,San Jose,CA,95130,403774,2,1,1337,Apartment,
2850 Park Ave,San Jose,CA,95130,1831780,5,2,2734,Single Family,
6632 Oak St,San Jose,CA,95126,981708,3,2,2262,Single Family,
9083 Park Ave,San Jose,CA,95126,1259055,4,1,2205,Apartment,
3119 Park Ave,San Jose,CA,95125,1339596,3,2,2286,Apartment,
7016 Pine St,San Jose,CA,95112,2005082,6,2,3469,Single Family,
7072 Sunset Blvd,San Jose,CA,95131,1411865,6,1,3103,Single Family,
8759 Main St,San Jose,CA,95123,407640,1,1,860,Apartment,
6699 Maple Ave,San Jose,CA,95130,1368500,4,3,2975,Single Family,
5628 Pine St,San Jose,CA,95125,1544296,5,4,3832,Single Family,
8663 Pine St,San Jose,CA,95128,530480,2,1,1396,Apartment,
591 Pine St,San Jose,CA,95131,1872838,4,2,2398,Apartment,
3510 Main St,San Jose,CA,95127,902664,3,2,2388,Single Family,
2051 Park Ave,San Jose,CA,95112,1674288,4,1,2114,Apartment,
5933 Willow Dr,San Jose,CA,95123,819000,2,1,1365,Apartment,
2169 Birch Ln,San Jose,CA,95132,1119966,4,2,2557,Apartment,
4877 Oak St,San Jose,CA,95130,636020,4,1,2065,Apartment,
7460 Oak St,San Jose,CA,95123,2039184,4,2,2601,Apartment,
5018 Pine St,San Jose,CA,95123,2000960,4,2,2704,Single Family,
8971 Birch Ln,San Jose,CA,95126,1336192,3,1,1898,Apartment,
4389 Pine St,San Jose,CA,95125,1848567,3,2,2337,Apartment,
8889 Main St,San Jose,CA,95132,1104240,6,2,3440,Single Family,
7801 Main St,San Jose,CA,95129,1109943,3,2,1917,Single Family,
9427 Main St,San Jose,CA,95112,545496,1,1,714,Apartment,
2474 Park Ave,San Jose,CA,95125,1126776,4,3,3192,Single Family,
4462 Main St,San Jose,CA,95125,1199696,2,1,1546,Apartment,
5834 Pine St,San Jose,CA,95130,1242358,3,1,1846,Apartment,
8228 Sunset Blvd,San Jose,CA,95112,563200,1,1,880,Apartment,
1465 Park Ave,San Jose,CA,95127,1001784,3,1,1869,Single Family,
4777 Elm St,San Jose,CA,95126,418765,2,1,1373,Apartment,
1455 Oak St,San Jose,CA,95131,858534,5,1,2658,Single Family,
2174 Cedar Ave,San Jose,CA,95129,2098005,5,3,3445,Single Family,
2133 Cedar Ave,San Jose,CA,95128,1663441,4,2,2587,Single Family,
9314 Pine St,San Jose,CA,95129,889254,4,1,2286,Single Family,
1620 Park Ave,San Jose,CA,95128,2258406,5,3,3391,Single Family,
2684 Park Ave,San Jose,CA,95129,1145860,3,2,2162,Single Family,
5411 Main St,San Jose,CA,95132,752719,3,1,1669,Single Family,
3774 Main St,San Jose,CA,95123,1804976,3,2,2326,Apartment,
6382 Elm St,San Jose,CA,95128,1454796,6,2,3514,Single Family,
9366 Oak St,San Jose,CA,95131,782444,1,1,1066,Apartment,
7453 Sunset Blvd,San Jose,CA,95112,1687764,5,1,2418,Single Family,
3770 Pine St,San Jose,CA,95123,1848693,6,2,3171,Single Family,
8626 Cedar Ave,San Jose,CA,95131,975602,2,1,1522,Apartment,
9194 Oak St,San Jose,CA,95129,1500185,4,1,1987,Apartment,
9049 Sunset Blvd,San Jose,CA,95128,664890,1,1,1198,Apartment,
3459 Main St,San Jose,CA,95132,1742388,4,3,2714,Single Family,
5195 Pine St,San Jose,CA,95129,1654645,4,1,2221,Single Family,
4581 Willow Dr,San Jose,CA,95127,1229560,3,2,2084,Single Family,
3220 Oak St,San Jose,CA,95132,1995849,4,3,3153,Single Family,
443 Pine St,San Jose,CA,95112,1322010,3,1,1665,Apartment,
1950 Birch Ln,San Jose,CA,95123,633591,1,1,1017,Apartment,
9103 Oak St,San Jose,CA,95128,2889328,5,4,3832,Single Family,
3221 Pine St,San Jose,CA,95130,864171,3,1,1827,Single Family,
5983 Elm St,San Jose,CA,95129,1615590,5,1,2610,Single Family,
4445 Park Ave,San Jose,CA,95128,569562,2,1,1146,Apartment,
8656 Pine St,San Jose,CA,95126,748612,3,1,1853,Single Family,
5486 Cedar Ave,San Jose,CA,95125,286672,1,1,874,Apartment,
5681 Maple Ave,San Jose,CA,95112,1010339,3,1,1733,Single Family,
6005 Pine St,San Jose,CA,95132,831972,4,1,2337,Apartment,
4385 Oak St,San Jose,CA,95126,1373760,3,2,2385,Apartment,
5969 Oak St,San Jose,CA,95123,686930,3,1,1882,Single Family,
935 Cedar Ave,San Jose,CA,95123,297702,1,1,894,Apartment,
1685 Elm St,San Jose,CA,95112,1749114,6,2,3186,Single Family,
4692 Oak St,San Jose,CA,95123,1606696,3,2,2207,Apartment,
5147 Sunset Blvd,San Jose,CA,95127,629440,1,1,1120,Apartment,
1807 Willow Dr,San Jose,CA,95132,1834392,5,1,2506,Single Family,
1117 Elm St,San Jose,CA,95126,784966,3,1,1589,Apartment,
8705 Sunset Blvd,San Jose,CA,95123,752502,2,1,1502,Apartment,
7428 Oak St,San Jose,CA,95127,407042,1,1,751,Apartment,
1271 Pine St,San Jose,CA,95131,563250,1,1,751,Apartment,
9260 Willow Dr,San Jose,CA,95129,1453440,4,1,2271,Single Family,
2589 Pine St,San Jose,CA,95128,2289300,4,3,2935,Single Family,
4166 Oak St,San Jose,CA,95129,750148,2,1,1468,Apartment,
3241 Birch Ln,San Jose,CA,95129,2677668,5,4,3514,Single Family,
9514 Pine St,San Jose,CA,95123,431660,2,1,1130,Apartment,
2919 Cedar Ave,San Jose,CA,95129,852678,4,1,2286,Apartment,
2170 Willow Dr,San Jose,CA,95130,1167254,5,3,3121,Single Family,
3919 Sunset Blvd,San Jose,CA,95123,1106080,3,1,1784,Apartment,
1527 Sunset Blvd,San Jose,CA,95126,1444548,5,3,3558,Single Family,
1926 Pine St,San Jose,CA,95129,1188200,3,2,2285,Apartment,
6513 Willow Dr,San Jose,CA,95125,1355292,5,4,3807,Single Family,
3811 Sunset Blvd,San Jose,CA,95132,1109520,4,1,2010,Single Family,
5246 Pine St,San Jose,CA,95130,784536,4,1,2022,Apartment,
8132 Oak St,San Jose,CA,95131,1233592,4,1,2168,Single Family,
9740 Cedar Ave,San Jose,CA,95132,1016176,3,1,1688,Single Family,
1370 Park Ave,San Jose,CA,95128,1046560,5,3,3376,Single Family,
1937 Willow Dr,San Jose,CA,95126,354059,1,1,1003,Apartment,
6390 Park Ave,San Jose,CA,95112,601524,3,2,1953,Single Family,
7846 Willow Dr,San Jose,CA,95127,765415,2,1,1151,Apartment,
149 Maple Ave,San Jose,CA,95129,1454250,4,2,2770,Single Family,
1128 Pine St,San Jose,CA,95129,311634,1,1,783,Apartment,
4154 Maple Ave,San Jose,CA,95123,1224576,3,2,2126,Single Family,
1377 Elm St,San Jose,CA,95130,1673044,4,3,3053,Single Family,
4108 Sunset Blvd,San Jose,CA,95123,814506,3,1,1806,Apartment,
9715 Sunset Blvd,San Jose,CA,95130,603231,3,1,1671,Single Family,
389 Maple Ave,San Jose,CA,95125,1017184,4,1,1912,Single Family,
2007 Maple Ave,San Jose,CA,95125,1036503,4,3,2953,Single Family,
2782 Willow Dr,San Jose,CA,95128,1976925,5,3,3225,Single Family,
939 Willow Dr,San Jose,CA,95130,359792,1,1,904,Apartment,
6033 Park Ave,San Jose,CA,95126,1109680,3,1,1552,Apartment,
5727 Willow Dr,San Jose,CA,95130,768416,3,2,2183,Apartment,
5155 Pine St,San Jose,CA,95123,827553,2,1,1237,Apartment,
6884 Main St,San Jose,CA,95131,1336720,4,3,2728,Apartment,
4617 Pine St,San Jose,CA,95129,1466296,3,2,2392,Single Family,
8245 Main St,San Jose,CA,95131,1834524,3,2,2358,Single Family,
4968 Elm St,San Jose,CA,95112,610727,2,1,1417,Apartment,
8229 Birch Ln,San Jose,CA,95128,1012473,3,2,2079,Apartment,
3309 Birch Ln,San Jose,CA,95126,912870,2,1,1449,Apartment,
7652 Pine St,San Jose,CA,95126,1340118,4,2,2691,Single Family,
4235 Willow Dr,San Jose,CA,95127,2099161,4,3,2773,Apartment,
3650 Park Ave,San Jose,CA,95130,510032,1,1,1016,Apartment,
3007 Cedar Ave,San Jose,CA,95123,1730360,4,2,2390,Apartment,
1569 Sunset Blvd,San Jose,CA,95112,1293170,4,3,2906,Single Family,
