Street Address,City,State,ZIP Code,Price,Bedrooms,Bathrooms,Square Footage,Property Type,Image_Path
1935 Piedmont Rd,San Jose,CA,95154,951000,6,2,3434,Single Family,property_images/single_family_images/single_family_237.jpg
2487 Senter Rd,San Jose,CA,95151,2516000,1,4,1133,Single Family,property_images/single_family_images/single_family_238.jpg
5209 Lelong St,San Jose,CA,95192,718000,1,2,4777,Single Family,property_images/single_family_images/single_family_239.jpg
1997 Senter Rd,San Jose,CA,95186,2040000,1,3,3021,Single Family,property_images/single_family_images/single_family_240.jpg
3756 Jackson Ave,San Jose,CA,95161,1776000,3,1,4715,Apartment,property_images/apartment_images/apartment_242.jpg
5465 Lick Mill Blvd,San Jose,CA,95123,692000,2,1,4754,Single Family,property_images/single_family_images/single_family_241.jpg
9252 McKee Rd,San Jose,CA,95172,1872000,6,2,2352,Single Family,property_images/single_family_images/single_family_242.jpg
8044 Blossom Hill Road,San Jose,CA,95162,2087000,2,4,919,Apartment,property_images/apartment_images/apartment_243.jpg
7187 Brophy Ct,San Jose,CA,95155,2775000,2,1,1007,Single Family,property_images/single_family_images/single_family_243.jpg
5462 Brophy Ct,San Jose,CA,95174,782000,4,1,2213,Apartment,property_images/apartment_images/apartment_244.jpg
6748 Piedmont Rd,San Jose,CA,95158,2752000,3,1,4201,Apartment,property_images/apartment_images/apartment_245.jpg
7737 South Bascom Ave,San Jose,CA,95158,627000,2,4,996,Apartment,property_images/apartment_images/apartment_246.jpg
3316 El Camino Real,San Jose,CA,95111,2474000,4,2,4745,Single Family,property_images/single_family_images/single_family_244.jpg
4853 South Bascom Ave,San Jose,CA,95154,1589000,4,1,4705,Apartment,property_images/apartment_images/apartment_247.jpg
2133 McKee Rd,San Jose,CA,95167,1020000,4,4,2658,Apartment,property_images/apartment_images/apartment_248.jpg
6894 Pomeroy Ave,San Jose,CA,95129,2488000,3,4,2172,Apartment,property_images/apartment_images/apartment_249.jpg
4061 Santa Teresa Blvd,San Jose,CA,95173,1974000,5,2,4355,Single Family,property_images/single_family_images/single_family_245.jpg
3341 Pomeroy Ave,San Jose,CA,95146,2488000,5,4,1148,Single Family,property_images/single_family_images/single_family_246.jpg
4658 Brophy Ct,San Jose,CA,95154,651000,3,4,1573,Single Family,property_images/single_family_images/single_family_247.jpg
8528 Senter Rd,San Jose,CA,95166,655000,6,1,3094,Apartment,property_images/apartment_images/apartment_250.jpg
4654 Monterey Hwy,San Jose,CA,95127,1023000,3,2,4038,Single Family,property_images/single_family_images/single_family_248.jpg
6586 Monterey Hwy,San Jose,CA,95140,1996000,6,4,4545,Single Family,property_images/single_family_images/single_family_249.jpg
6306 El Camino Real,San Jose,CA,95182,1108000,4,4,3280,Apartment,property_images/apartment_images/apartment_251.jpg
2096 Cedar Ave,San Jose,CA,95112,1043640,5,2,2899,Single Family,property_images/single_family_images/single_family_250.jpg
2796 Elm St,San Jose,CA,95129,1469994,3,2,2022,Single Family,property_images/single_family_images/single_family_251.jpg
1762 Pine St,San Jose,CA,95125,1433850,3,2,2370,Apartment,property_images/apartment_images/apartment_252.jpg
1766 Cedar Ave,San Jose,CA,95126,839160,2,1,1332,Apartment,property_images/apartment_images/apartment_253.jpg
7689 Park Ave,San Jose,CA,95112,1266840,3,1,1863,Apartment,property_images/apartment_images/apartment_254.jpg
1603 Cedar Ave,San Jose,CA,95126,779328,2,1,1312,Apartment,property_images/apartment_images/apartment_255.jpg
2761 Birch Ln,San Jose,CA,95125,686035,2,1,1153,Apartment,property_images/apartment_images/apartment_256.jpg
9514 Cedar Ave,San Jose,CA,95126,2782080,6,4,4032,Single Family,property_images/single_family_images/single_family_252.jpg
6668 Willow Dr,San Jose,CA,95129,1222153,5,3,3191,Single Family,property_images/single_family_images/single_family_253.jpg
2454 Willow Dr,San Jose,CA,95131,1386249,4,2,2671,Apartment,property_images/apartment_images/apartment_257.jpg
4539 Birch Ln,San Jose,CA,95132,565713,1,1,789,Apartment,property_images/apartment_images/apartment_258.jpg
6928 Pine St,San Jose,CA,95125,1647900,5,4,3662,Single Family,property_images/single_family_images/single_family_254.jpg
6064 Main St,San Jose,CA,95132,1589830,4,1,2134,Apartment,property_images/apartment_images/apartment_259.jpg
6841 Sunset Blvd,San Jose,CA,95127,2347635,4,3,2953,Apartment,property_images/apartment_images/apartment_260.jpg
1699 Park Ave,San Jose,CA,95129,477090,1,1,1026,Apartment,property_images/apartment_images/apartment_261.jpg
9983 Oak St,San Jose,CA,95125,1330183,4,3,2777,Single Family,property_images/single_family_images/single_family_255.jpg
994 Elm St,San Jose,CA,95128,2485208,5,4,3644,Single Family,property_images/single_family_images/single_family_256.jpg
7722 Pine St,San Jose,CA,95127,878416,2,1,1364,Apartment,property_images/apartment_images/apartment_262.jpg
3224 Birch Ln,San Jose,CA,95130,1642208,4,2,2336,Apartment,property_images/apartment_images/apartment_263.jpg
7050 Park Ave,San Jose,CA,95112,942417,3,2,2137,Apartment,property_images/apartment_images/apartment_264.jpg
9419 Oak St,San Jose,CA,95128,2021250,5,1,2695,Single Family,property_images/single_family_images/single_family_257.jpg
7317 Oak St,San Jose,CA,95130,2404864,6,5,4697,Single Family,property_images/single_family_images/single_family_258.jpg
6711 Birch Ln,San Jose,CA,95129,1794282,4,2,2499,Apartment,property_images/apartment_images/apartment_265.jpg
5284 Elm St,San Jose,CA,95128,1248555,3,1,1645,Apartment,property_images/apartment_images/apartment_266.jpg
3031 Birch Ln,San Jose,CA,95131,958390,3,2,2390,Apartment,property_images/apartment_images/apartment_267.jpg
512 Park Ave,San Jose,CA,95132,1316317,5,4,3529,Single Family,property_images/single_family_images/single_family_259.jpg
2578 Elm St,San Jose,CA,95126,1718928,5,4,3979,Single Family,property_images/single_family_images/single_family_260.jpg
9287 Maple Ave,San Jose,CA,95128,1198575,4,1,2283,Single Family,property_images/single_family_images/single_family_261.jpg
6602 Sunset Blvd,San Jose,CA,95123,648284,1,1,1183,Apartment,property_images/apartment_images/apartment_268.jpg
7524 Pine St,San Jose,CA,95130,1654250,6,2,3250,Single Family,property_images/single_family_images/single_family_262.jpg
891 Park Ave,San Jose,CA,95130,769600,1,1,962,Apartment,property_images/apartment_images/apartment_269.jpg
1740 Oak St,San Jose,CA,95112,2173738,5,4,3787,Single Family,property_images/single_family_images/single_family_263.jpg
2344 Pine St,San Jose,CA,95125,952476,3,1,1564,Single Family,property_images/single_family_images/single_family_264.jpg
7676 Cedar Ave,San Jose,CA,95112,2605645,6,5,4781,Single Family,property_images/single_family_images/single_family_265.jpg
9368 Birch Ln,San Jose,CA,95132,1595076,6,5,4468,Single Family,property_images/single_family_images/single_family_266.jpg
9083 Pine St,San Jose,CA,95112,2349360,6,2,3263,Single Family,property_images/single_family_images/single_family_267.jpg
1746 Park Ave,San Jose,CA,95125,708186,1,1,901,Apartment,property_images/apartment_images/apartment_270.jpg
251 Willow Dr,San Jose,CA,95129,1390158,3,1,1947,Apartment,property_images/apartment_images/apartment_271.jpg
8523 Park Ave,San Jose,CA,95132,816912,1,1,1098,Apartment,property_images/apartment_images/apartment_272.jpg
2420 Park Ave,San Jose,CA,95125,1906555,5,2,2867,Single Family,property_images/single_family_images/single_family_268.jpg
9067 Birch Ln,San Jose,CA,95129,472446,2,1,1346,Apartment,property_images/apartment_images/apartment_273.jpg
9176 Pine St,San Jose,CA,95125,2054460,6,1,2910,Single Family,property_images/single_family_images/single_family_269.jpg
7755 Sunset Blvd,San Jose,CA,95123,311736,1,1,838,Apartment,property_images/apartment_images/apartment_274.jpg
7401 Park Ave,San Jose,CA,95131,676260,3,2,1989,Apartment,property_images/apartment_images/apartment_275.jpg
1293 Cedar Ave,San Jose,CA,95129,987000,4,1,2350,Single Family,property_images/single_family_images/single_family_270.jpg
9406 Willow Dr,San Jose,CA,95128,546360,2,1,1256,Apartment,property_images/apartment_images/apartment_276.jpg
8797 Park Ave,San Jose,CA,95131,674625,1,1,875,Apartment,property_images/apartment_images/apartment_277.jpg
3579 Elm St,San Jose,CA,95126,661640,1,1,952,Apartment,property_images/apartment_images/apartment_278.jpg
518 Cedar Ave,San Jose,CA,95123,365160,1,1,1020,Apartment,property_images/apartment_images/apartment_279.jpg
3774 Main St,San Jose,CA,95126,836553,5,1,2397,Single Family,property_images/single_family_images/single_family_271.jpg
8315 Pine St,San Jose,CA,95131,1029936,2,1,1497,Apartment,property_images/apartment_images/apartment_280.jpg
4506 Maple Ave,San Jose,CA,95112,1553448,4,1,2298,Apartment,property_images/apartment_images/apartment_281.jpg
6964 Park Ave,San Jose,CA,95128,523036,1,1,916,Apartment,property_images/apartment_images/apartment_282.jpg
848 Pine St,San Jose,CA,95132,484512,2,1,1442,Apartment,property_images/apartment_images/apartment_283.jpg
2129 Oak St,San Jose,CA,95112,862172,4,1,2108,Single Family,property_images/single_family_images/single_family_272.jpg
1107 Maple Ave,San Jose,CA,95123,477020,2,1,1564,Apartment,property_images/apartment_images/apartment_284.jpg
5629 Elm St,San Jose,CA,95132,981540,4,2,2660,Apartment,property_images/apartment_images/apartment_285.jpg
5671 Elm St,San Jose,CA,95125,2417301,4,3,3033,Single Family,property_images/single_family_images/single_family_273.jpg
6914 Cedar Ave,San Jose,CA,95131,776130,2,1,1230,Apartment,property_images/apartment_images/apartment_286.jpg
3825 Willow Dr,San Jose,CA,95125,1800832,5,1,2558,Single Family,property_images/single_family_images/single_family_274.jpg
5241 Sunset Blvd,San Jose,CA,95130,1189698,4,2,2553,Single Family,property_images/single_family_images/single_family_275.jpg
831 Oak St,San Jose,CA,95123,774835,3,2,2195,Apartment,property_images/apartment_images/apartment_287.jpg
4647 Main St,San Jose,CA,95127,680085,3,1,1785,Single Family,property_images/single_family_images/single_family_276.jpg
786 Maple Ave,San Jose,CA,95130,601065,3,1,1665,Single Family,property_images/single_family_images/single_family_277.jpg
7902 Cedar Ave,San Jose,CA,95123,971916,3,2,2189,Apartment,property_images/apartment_images/apartment_288.jpg
1878 Maple Ave,San Jose,CA,95126,1554656,5,1,2557,Single Family,property_images/single_family_images/single_family_278.jpg
1390 Park Ave,San Jose,CA,95123,1610750,6,4,4250,Single Family,property_images/single_family_images/single_family_279.jpg
118 Willow Dr,San Jose,CA,95127,2939003,5,4,3977,Single Family,property_images/single_family_images/single_family_280.jpg
3222 Pine St,San Jose,CA,95128,1102142,2,1,1579,Apartment,property_images/apartment_images/apartment_289.jpg
9963 Pine St,San Jose,CA,95128,1385665,3,2,2155,Apartment,property_images/apartment_images/apartment_290.jpg
6493 Main St,San Jose,CA,95123,527098,1,1,1067,Apartment,property_images/apartment_images/apartment_291.jpg
8362 Cedar Ave,San Jose,CA,95123,609528,2,1,1398,Apartment,property_images/apartment_images/apartment_292.jpg
563 Maple Ave,San Jose,CA,95131,456306,2,1,1289,Apartment,property_images/apartment_images/apartment_293.jpg
290 Oak St,San Jose,CA,95130,1909920,4,2,2595,Single Family,property_images/single_family_images/single_family_281.jpg
6260 Main St,San Jose,CA,95127,514800,3,1,1716,Single Family,property_images/single_family_images/single_family_282.jpg
1106 Maple Ave,San Jose,CA,95132,1504744,4,3,3148,Apartment,property_images/apartment_images/apartment_294.jpg
4965 Oak St,San Jose,CA,95131,1113742,3,1,1501,Single Family,property_images/single_family_images/single_family_283.jpg
4265 Oak St,San Jose,CA,95125,2356490,5,3,3319,Single Family,property_images/single_family_images/single_family_284.jpg
8809 Sunset Blvd,San Jose,CA,95112,913716,2,1,1493,Apartment,property_images/apartment_images/apartment_295.jpg
6878 Birch Ln,San Jose,CA,95127,1661600,5,1,2680,Single Family,property_images/single_family_images/single_family_285.jpg
405 Willow Dr,San Jose,CA,95125,1282918,3,1,1862,Apartment,property_images/apartment_images/apartment_296.jpg
8855 Maple Ave,San Jose,CA,95112,2735964,6,5,4653,Single Family,property_images/single_family_images/single_family_286.jpg
9145 Maple Ave,San Jose,CA,95123,809368,2,1,1192,Apartment,property_images/apartment_images/apartment_297.jpg
3909 Birch Ln,San Jose,CA,95126,933098,5,1,2462,Single Family,property_images/single_family_images/single_family_287.jpg
5501 Elm St,San Jose,CA,95126,478545,1,1,915,Apartment,property_images/apartment_images/apartment_298.jpg
4866 Cedar Ave,San Jose,CA,95125,1670790,5,1,2490,Single Family,property_images/single_family_images/single_family_288.jpg
771 Elm St,San Jose,CA,95123,1541560,3,2,2267,Single Family,property_images/single_family_images/single_family_289.jpg
9538 Elm St,San Jose,CA,95132,2170347,5,2,3187,Single Family,property_images/single_family_images/single_family_290.jpg
9022 Oak St,San Jose,CA,95130,2082507,4,2,2751,Apartment,property_images/apartment_images/apartment_299.jpg
6971 Main St,San Jose,CA,95112,1212850,4,3,3175,Apartment,property_images/apartment_images/apartment_300.jpg
5844 Maple Ave,San Jose,CA,95128,1151416,5,2,2836,Single Family,property_images/single_family_images/single_family_291.jpg
6080 Oak St,San Jose,CA,95112,2240304,6,4,4243,Single Family,property_images/single_family_images/single_family_292.jpg
265 Main St,San Jose,CA,95126,1642736,4,2,2474,Single Family,property_images/single_family_images/single_family_293.jpg
303 Maple Ave,San Jose,CA,95132,998144,3,1,1792,Apartment,property_images/apartment_images/apartment_301.jpg
1070 Pine St,San Jose,CA,95112,792090,1,1,1170,Apartment,property_images/apartment_images/apartment_302.jpg
8240 Main St,San Jose,CA,95112,652643,1,1,1147,Apartment,property_images/apartment_images/apartment_303.jpg
525 Sunset Blvd,San Jose,CA,95123,1184364,3,1,1773,Apartment,property_images/apartment_images/apartment_304.jpg
4261 Elm St,San Jose,CA,95125,1610898,4,1,2103,Single Family,property_images/single_family_images/single_family_294.jpg
3950 Park Ave,San Jose,CA,95131,819408,3,2,2064,Apartment,property_images/apartment_images/apartment_305.jpg
4495 Elm St,San Jose,CA,95129,2119205,6,3,3635,Single Family,property_images/single_family_images/single_family_295.jpg
5196 Willow Dr,San Jose,CA,95112,1653372,3,2,2268,Apartment,property_images/apartment_images/apartment_306.jpg
4468 Elm St,San Jose,CA,95129,2127830,4,2,2735,Single Family,property_images/single_family_images/single_family_296.jpg
701 Oak St,San Jose,CA,95123,805908,1,1,1124,Apartment,property_images/apartment_images/apartment_307.jpg
1917 Maple Ave,San Jose,CA,95123,1789400,5,2,3112,Single Family,property_images/single_family_images/single_family_297.jpg
9830 Pine St,San Jose,CA,95131,539275,2,1,1325,Apartment,property_images/apartment_images/apartment_308.jpg
4739 Maple Ave,San Jose,CA,95112,1186101,4,2,2529,Apartment,property_images/apartment_images/apartment_309.jpg
474 Elm St,San Jose,CA,95127,498456,1,1,1032,Apartment,property_images/apartment_images/apartment_310.jpg
1029 Oak St,San Jose,CA,95130,2052760,4,2,2774,Single Family,property_images/single_family_images/single_family_298.jpg
7813 Birch Ln,San Jose,CA,95127,2265835,5,3,3169,Single Family,property_images/single_family_images/single_family_299.jpg
2213 Park Ave,San Jose,CA,95126,654754,2,1,1478,Apartment,property_images/apartment_images/apartment_311.jpg
2226 Oak St,San Jose,CA,95125,463260,1,1,1103,Apartment,property_images/apartment_images/apartment_312.jpg
8452 Park Ave,San Jose,CA,95130,1123670,2,1,1565,Apartment,property_images/apartment_images/apartment_313.jpg
1750 Maple Ave,San Jose,CA,95112,637416,2,1,1362,Apartment,property_images/apartment_images/apartment_314.jpg
1749 Sunset Blvd,San Jose,CA,95127,1385262,4,2,2754,Apartment,property_images/apartment_images/apartment_315.jpg
2334 Park Ave,San Jose,CA,95112,1103844,2,1,1428,Apartment,property_images/apartment_images/apartment_316.jpg
8246 Main St,San Jose,CA,95112,3695732,6,5,4726,Single Family,property_images/single_family_images/single_family_300.jpg
6609 Oak St,San Jose,CA,95129,1547280,4,3,2763,Apartment,property_images/apartment_images/apartment_317.jpg
2595 Cedar Ave,San Jose,CA,95131,981058,2,1,1261,Apartment,property_images/apartment_images/apartment_318.jpg
4748 Main St,San Jose,CA,95126,1556720,4,2,2552,Apartment,property_images/apartment_images/apartment_319.jpg
3332 Pine St,San Jose,CA,95127,1941680,5,4,3734,Single Family,property_images/single_family_images/single_family_301.jpg
9673 Elm St,San Jose,CA,95129,634728,4,1,1996,Single Family,property_images/single_family_images/single_family_302.jpg
2017 Oak St,San Jose,CA,95132,1559580,3,2,2363,Single Family,property_images/single_family_images/single_family_303.jpg
1273 Birch Ln,San Jose,CA,95129,561150,2,1,1290,Apartment,property_images/apartment_images/apartment_320.jpg
3002 Birch Ln,San Jose,CA,95123,1181808,3,2,2088,Apartment,property_images/apartment_images/apartment_321.jpg
2603 Main St,San Jose,CA,95130,628910,1,1,1031,Apartment,property_images/apartment_images/apartment_322.jpg
4109 Cedar Ave,San Jose,CA,95126,539994,1,1,966,Apartment,property_images/apartment_images/apartment_323.jpg
9188 Elm St,San Jose,CA,95129,991199,4,3,2761,Apartment,property_images/apartment_images/apartment_324.jpg
3220 Cedar Ave,San Jose,CA,95131,2111688,5,3,3336,Single Family,property_images/single_family_images/single_family_304.jpg
9857 Maple Ave,San Jose,CA,95130,1352000,3,1,1690,Single Family,property_images/single_family_images/single_family_305.jpg
3491 Willow Dr,San Jose,CA,95129,1530528,3,2,2384,Single Family,property_images/single_family_images/single_family_306.jpg
6730 Birch Ln,San Jose,CA,95130,885444,3,1,1743,Single Family,property_images/single_family_images/single_family_307.jpg
3017 Sunset Blvd,San Jose,CA,95130,862196,3,2,1964,Apartment,property_images/apartment_images/apartment_325.jpg
4436 Oak St,San Jose,CA,95128,656139,3,1,1947,Apartment,property_images/apartment_images/apartment_326.jpg
3517 Pine St,San Jose,CA,95127,800835,2,1,1315,Apartment,property_images/apartment_images/apartment_327.jpg
5448 Park Ave,San Jose,CA,95128,909845,2,1,1415,Apartment,property_images/apartment_images/apartment_328.jpg
6148 Oak St,San Jose,CA,95126,718680,3,1,1590,Single Family,property_images/single_family_images/single_family_308.jpg
7756 Oak St,San Jose,CA,95131,2773614,6,4,4241,Single Family,property_images/single_family_images/single_family_309.jpg
5995 Maple Ave,San Jose,CA,95128,1363584,3,2,2144,Apartment,property_images/apartment_images/apartment_329.jpg
9936 Elm St,San Jose,CA,95125,1600292,6,3,3739,Single Family,property_images/single_family_images/single_family_310.jpg
7390 Cedar Ave,San Jose,CA,95128,1906632,4,2,2522,Apartment,property_images/apartment_images/apartment_330.jpg
7432 Pine St,San Jose,CA,95112,2095292,4,2,2659,Single Family,property_images/single_family_images/single_family_311.jpg
9460 Pine St,San Jose,CA,95126,1252606,3,1,1646,Single Family,property_images/single_family_images/single_family_312.jpg
2838 Elm St,San Jose,CA,95130,667340,2,1,1220,Apartment,property_images/apartment_images/apartment_331.jpg
5552 Cedar Ave,San Jose,CA,95123,1515669,4,1,1921,Single Family,property_images/single_family_images/single_family_313.jpg
4742 Willow Dr,San Jose,CA,95128,1863960,6,1,2940,Single Family,property_images/single_family_images/single_family_314.jpg
7244 Park Ave,San Jose,CA,95130,1839834,4,2,2493,Apartment,property_images/apartment_images/apartment_332.jpg
4362 Oak St,San Jose,CA,95131,701344,3,1,1616,Single Family,property_images/single_family_images/single_family_315.jpg
1080 Park Ave,San Jose,CA,95131,2766567,6,3,3579,Single Family,property_images/single_family_images/single_family_316.jpg
6189 Cedar Ave,San Jose,CA,95131,1483872,5,1,2784,Single Family,property_images/single_family_images/single_family_317.jpg
856 Pine St,San Jose,CA,95132,1003749,2,1,1333,Apartment,property_images/apartment_images/apartment_333.jpg
9596 Birch Ln,San Jose,CA,95130,601392,1,1,816,Apartment,property_images/apartment_images/apartment_334.jpg
7234 Cedar Ave,San Jose,CA,95131,306588,1,1,881,Apartment,property_images/apartment_images/apartment_335.jpg
7979 Cedar Ave,San Jose,CA,95112,1350000,4,2,2500,Single Family,property_images/single_family_images/single_family_318.jpg
2267 Elm St,San Jose,CA,95125,1603562,6,5,4442,Single Family,property_images/single_family_images/single_family_319.jpg
7583 Maple Ave,San Jose,CA,95125,2521152,6,4,4377,Single Family,property_images/single_family_images/single_family_320.jpg
8979 Cedar Ave,San Jose,CA,95125,1582791,4,1,2001,Single Family,property_images/single_family_images/single_family_321.jpg
9589 Birch Ln,San Jose,CA,95126,1692810,4,2,2687,Single Family,property_images/single_family_images/single_family_322.jpg
1277 Birch Ln,San Jose,CA,95125,419490,1,1,885,Apartment,property_images/apartment_images/apartment_336.jpg
8273 Oak St,San Jose,CA,95128,1961754,6,3,3522,Single Family,property_images/single_family_images/single_family_323.jpg
5092 Park Ave,San Jose,CA,95112,2287320,6,1,3112,Single Family,property_images/single_family_images/single_family_324.jpg
1573 Birch Ln,San Jose,CA,95130,484758,2,1,1146,Apartment,property_images/apartment_images/apartment_337.jpg
880 Park Ave,San Jose,CA,95125,548928,1,1,953,Apartment,property_images/apartment_images/apartment_338.jpg
6736 Elm St,San Jose,CA,95129,1730022,5,1,2423,Single Family,property_images/single_family_images/single_family_325.jpg
2743 Willow Dr,San Jose,CA,95123,1029548,4,3,3046,Single Family,property_images/single_family_images/single_family_326.jpg
1952 Pine St,San Jose,CA,95129,2044160,4,3,3194,Apartment,property_images/apartment_images/apartment_339.jpg
9888 Elm St,San Jose,CA,95123,832073,2,1,1129,Apartment,property_images/apartment_images/apartment_340.jpg
1751 Main St,San Jose,CA,95112,798400,3,2,1996,Apartment,property_images/apartment_images/apartment_341.jpg
4768 Oak St,San Jose,CA,95129,2227615,4,3,2795,Single Family,property_images/single_family_images/single_family_327.jpg
8545 Elm St,San Jose,CA,95131,1234278,6,3,3609,Single Family,property_images/single_family_images/single_family_328.jpg
2208 Maple Ave,San Jose,CA,95130,1440603,5,1,2713,Single Family,property_images/single_family_images/single_family_329.jpg
3138 Elm St,San Jose,CA,95132,1347534,5,3,3482,Single Family,property_images/single_family_images/single_family_330.jpg
867 Oak St,San Jose,CA,95129,804532,2,1,1447,Apartment,property_images/apartment_images/apartment_342.jpg
6697 Maple Ave,San Jose,CA,95131,2266159,5,4,3661,Single Family,property_images/single_family_images/single_family_331.jpg
6994 Maple Ave,San Jose,CA,95127,766017,3,1,1737,Single Family,property_images/single_family_images/single_family_332.jpg
5561 Sunset Blvd,San Jose,CA,95112,405810,1,1,835,Apartment,property_images/apartment_images/apartment_343.jpg
7386 Maple Ave,San Jose,CA,95123,1073044,3,2,2017,Apartment,property_images/apartment_images/apartment_344.jpg
237 Sunset Blvd,San Jose,CA,95130,318240,1,1,936,Apartment,property_images/apartment_images/apartment_345.jpg
230 Pine St,San Jose,CA,95112,645825,3,1,1635,Apartment,property_images/apartment_images/apartment_346.jpg
8514 Willow Dr,San Jose,CA,95132,680800,2,1,1184,Apartment,property_images/apartment_images/apartment_347.jpg
6827 Willow Dr,San Jose,CA,95131,775268,3,1,1754,Single Family,property_images/single_family_images/single_family_333.jpg
2676 Oak St,San Jose,CA,95126,1095552,5,1,2536,Single Family,property_images/single_family_images/single_family_334.jpg
8618 Willow Dr,San Jose,CA,95129,1769738,6,2,3149,Single Family,property_images/single_family_images/single_family_335.jpg
4974 Birch Ln,San Jose,CA,95125,669042,1,1,981,Apartment,property_images/apartment_images/apartment_348.jpg
1872 Willow Dr,San Jose,CA,95126,1685250,5,3,3150,Single Family,property_images/single_family_images/single_family_336.jpg
171 Pine St,San Jose,CA,95129,2535936,5,3,3328,Single Family,property_images/single_family_images/single_family_337.jpg
1932 Cedar Ave,San Jose,CA,95126,659404,3,1,1868,Apartment,property_images/apartment_images/apartment_349.jpg
3032 Birch Ln,San Jose,CA,95128,1591600,3,2,2300,Single Family,property_images/single_family_images/single_family_338.jpg
6615 Elm St,San Jose,CA,95128,506175,2,1,1191,Apartment,property_images/apartment_images/apartment_350.jpg
9176 Park Ave,San Jose,CA,95128,856130,3,1,1991,Apartment,property_images/apartment_images/apartment_351.jpg
6377 Maple Ave,San Jose,CA,95127,960058,5,2,3179,Single Family,property_images/single_family_images/single_family_339.jpg
6270 Maple Ave,San Jose,CA,95130,1484106,4,1,2067,Apartment,property_images/apartment_images/apartment_352.jpg
7244 Pine St,San Jose,CA,95125,1337040,3,1,1857,Apartment,property_images/apartment_images/apartment_353.jpg
8014 Willow Dr,San Jose,CA,95132,713372,1,1,1046,Apartment,property_images/apartment_images/apartment_354.jpg
8216 Birch Ln,San Jose,CA,95128,3160797,6,4,4089,Single Family,property_images/single_family_images/single_family_340.jpg
4285 Main St,San Jose,CA,95130,1127555,4,2,2717,Apartment,property_images/apartment_images/apartment_355.jpg
2774 Maple Ave,San Jose,CA,95126,1933452,4,2,2498,Single Family,property_images/single_family_images/single_family_341.jpg
9909 Cedar Ave,San Jose,CA,95131,1610512,4,1,2108,Apartment,property_images/apartment_images/apartment_356.jpg
2616 Cedar Ave,San Jose,CA,95131,792340,1,1,1145,Apartment,property_images/apartment_images/apartment_357.jpg
3437 Main St,San Jose,CA,95127,919512,3,1,1548,Single Family,property_images/single_family_images/single_family_342.jpg
4354 Park Ave,San Jose,CA,95112,1097376,3,2,2208,Apartment,property_images/apartment_images/apartment_358.jpg
8109 Elm St,San Jose,CA,95130,1517920,3,2,2120,Apartment,property_images/apartment_images/apartment_359.jpg
1912 Pine St,San Jose,CA,95131,1325858,4,3,3034,Single Family,property_images/single_family_images/single_family_343.jpg
6812 Willow Dr,San Jose,CA,95129,1301932,3,1,1949,Single Family,property_images/single_family_images/single_family_344.jpg
7620 Sunset Blvd,San Jose,CA,95130,1309091,5,4,3979,Single Family,property_images/single_family_images/single_family_345.jpg
3795 Pine St,San Jose,CA,95126,1646949,3,2,2297,Single Family,property_images/single_family_images/single_family_346.jpg
2911 Sunset Blvd,San Jose,CA,95132,1447600,4,1,2200,Single Family,property_images/single_family_images/single_family_347.jpg
7898 Main St,San Jose,CA,95129,2427536,5,4,3508,Single Family,property_images/single_family_images/single_family_348.jpg
7610 Elm St,San Jose,CA,95112,386613,2,1,1161,Apartment,property_images/apartment_images/apartment_360.jpg
1818 Elm St,San Jose,CA,95130,1198626,6,1,2794,Single Family,property_images/single_family_images/single_family_349.jpg
2165 Oak St,San Jose,CA,95126,1165073,3,1,1829,Single Family,property_images/single_family_images/single_family_350.jpg
9892 Sunset Blvd,San Jose,CA,95131,1511984,6,2,3566,Single Family,property_images/single_family_images/single_family_351.jpg
6378 Birch Ln,San Jose,CA,95131,1483662,4,1,2311,Single Family,property_images/single_family_images/single_family_352.jpg
7904 Maple Ave,San Jose,CA,95129,662661,1,1,909,Apartment,property_images/apartment_images/apartment_361.jpg
5887 Oak St,San Jose,CA,95129,2443728,5,3,3117,Single Family,property_images/single_family_images/single_family_353.jpg
3140 Willow Dr,San Jose,CA,95131,988758,5,2,3033,Single Family,property_images/single_family_images/single_family_354.jpg
7687 Park Ave,San Jose,CA,95112,515268,2,1,1404,Apartment,property_images/apartment_images/apartment_362.jpg
6650 Cedar Ave,San Jose,CA,95130,1245552,4,2,2359,Apartment,property_images/apartment_images/apartment_363.jpg
2185 Birch Ln,San Jose,CA,95131,1660806,4,2,2421,Single Family,property_images/single_family_images/single_family_355.jpg
1395 Pine St,San Jose,CA,95125,1405760,6,3,3680,Single Family,property_images/single_family_images/single_family_356.jpg
5958 Sunset Blvd,San Jose,CA,95129,1729593,6,5,4401,Single Family,property_images/single_family_images/single_family_357.jpg
3174 Sunset Blvd,San Jose,CA,95123,1700748,3,2,2142,Apartment,property_images/apartment_images/apartment_364.jpg
2617 Main St,San Jose,CA,95128,1705364,4,1,2362,Apartment,property_images/apartment_images/apartment_365.jpg
7228 Maple Ave,San Jose,CA,95130,621285,1,1,915,Apartment,property_images/apartment_images/apartment_366.jpg
9031 Main St,San Jose,CA,95112,852660,2,1,1579,Apartment,property_images/apartment_images/apartment_367.jpg
5368 Park Ave,San Jose,CA,95125,634480,1,1,1030,Apartment,property_images/apartment_images/apartment_368.jpg
1726 Willow Dr,San Jose,CA,95129,844590,2,1,1198,Apartment,property_images/apartment_images/apartment_369.jpg
