Street Address,City,State,ZIP Code,Price,Bedrooms,Bathrooms,Square Footage,Property Type,Image_Path,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_5,bedroom_6,bathroom_1,bathroom_2,bathroom_3,bathroom_4,bathroom_5,kitchen,living_room,dining,listing_type
1074 Pomeroy Ave,San Jose,CA,95110,"2,800",4,4,1505,Single Family,property_images/single_family_images/single_family_223.jpg,house_detailed_images/bedroom/bed_34.jpg,house_detailed_images/bedroom/bed_10.jpg,house_detailed_images/bedroom/bed_9.jpg,house_detailed_images/bedroom/bed_100.jpg,,,house_detailed_images/bathroom/bath_469.jpg,house_detailed_images/bathroom/bath_280.jpg,house_detailed_images/bathroom/bath_62.jpg,house_detailed_images/bathroom/bath_70.jpg,,house_detailed_images/kitchen/kitchen_485.jpg,house_detailed_images/livingroom/living_247.jpg,house_detailed_images/dining/dining_81.jpg,Rent
9333 Pomeroy Ave,San Jose,CA,95166,"757,600",2,1,1894,Single Family,property_images/single_family_images/single_family_224.jpg,house_detailed_images/bedroom/bed_47.jpg,house_detailed_images/bedroom/bed_33.jpg,,,,,house_detailed_images/bathroom/bath_74.jpg,,,,,house_detailed_images/kitchen/kitchen_864.jpg,house_detailed_images/livingroom/living_429.jpg,house_detailed_images/dining/dining_322.jpg,For Sale
1300 Jackson Ave,San Jose,CA,95170,"2,800",5,3,1583,Single Family,property_images/single_family_images/single_family_225.jpg,house_detailed_images/bedroom/bed_2.jpg,house_detailed_images/bedroom/bed_74.jpg,house_detailed_images/bedroom/bed_90.jpg,house_detailed_images/bedroom/bed_62.jpg,house_detailed_images/bedroom/bed_91.jpg,,house_detailed_images/bathroom/bath_291.jpg,house_detailed_images/bathroom/bath_348.jpg,house_detailed_images/bathroom/bath_337.jpg,,,house_detailed_images/kitchen/kitchen_491.jpg,house_detailed_images/livingroom/living_136.jpg,house_detailed_images/dining/dining_270.jpg,Rent
8313 Brophy Ct,San Jose,CA,95131,"2,800",2,1,1236,Single Family,property_images/single_family_images/single_family_226.jpg,house_detailed_images/bedroom/bed_28.jpg,house_detailed_images/bedroom/bed_42.jpg,,,,,house_detailed_images/bathroom/bath_153.jpg,,,,,house_detailed_images/kitchen/kitchen_219.jpg,house_detailed_images/livingroom/living_155.jpg,house_detailed_images/dining/dining_259.jpg,Rent
7582 Brophy Ct,San Jose,CA,95125,"2,800",6,4,1784,Single Family,property_images/single_family_images/single_family_227.jpg,house_detailed_images/bedroom/bed_7.jpg,house_detailed_images/bedroom/bed_56.jpg,house_detailed_images/bedroom/bed_44.jpg,house_detailed_images/bedroom/bed_87.jpg,house_detailed_images/bedroom/bed_27.jpg,house_detailed_images/bedroom/bed_94.jpg,house_detailed_images/bathroom/bath_313.jpg,house_detailed_images/bathroom/bath_350.jpg,house_detailed_images/bathroom/bath_309.jpg,house_detailed_images/bathroom/bath_2.jpg,,house_detailed_images/kitchen/kitchen_613.jpg,house_detailed_images/livingroom/living_90.jpg,house_detailed_images/dining/dining_76.jpg,Rent
7098 Fairway Drive,San Jose,CA,95139,"6,753",6,4,4502,Apartment,property_images/apartment_images/apartment_235.jpg,house_detailed_images/bedroom/bed_67.jpg,house_detailed_images/bedroom/bed_5.jpg,house_detailed_images/bedroom/bed_52.jpg,house_detailed_images/bedroom/bed_18.jpg,house_detailed_images/bedroom/bed_92.jpg,house_detailed_images/bedroom/bed_15.jpg,house_detailed_images/bathroom/bath_439.jpg,house_detailed_images/bathroom/bath_137.jpg,house_detailed_images/bathroom/bath_179.jpg,house_detailed_images/bathroom/bath_393.jpg,,house_detailed_images/kitchen/kitchen_79.jpg,house_detailed_images/livingroom/living_196.jpg,,Rent
6583 Lick Mill Blvd,San Jose,CA,95175,"923,200",5,3,2308,Single Family,property_images/single_family_images/single_family_228.jpg,house_detailed_images/bedroom/bed_89.jpg,house_detailed_images/bedroom/bed_19.jpg,house_detailed_images/bedroom/bed_66.jpg,house_detailed_images/bedroom/bed_41.jpg,house_detailed_images/bedroom/bed_20.jpg,,house_detailed_images/bathroom/bath_415.jpg,house_detailed_images/bathroom/bath_451.jpg,house_detailed_images/bathroom/bath_122.jpg,,,house_detailed_images/kitchen/kitchen_331.jpg,house_detailed_images/livingroom/living_357.jpg,house_detailed_images/dining/dining_87.jpg,For Sale
5078 Mabury Rd,San Jose,CA,95172,"668,000",4,2,1670,Single Family,property_images/single_family_images/single_family_229.jpg,house_detailed_images/bedroom/bed_85.jpg,house_detailed_images/bedroom/bed_68.jpg,house_detailed_images/bedroom/bed_57.jpg,house_detailed_images/bedroom/bed_23.jpg,,,house_detailed_images/bathroom/bath_331.jpg,house_detailed_images/bathroom/bath_372.jpg,,,,house_detailed_images/kitchen/kitchen_561.jpg,house_detailed_images/livingroom/living_36.jpg,house_detailed_images/dining/dining_129.jpg,For Sale
9768 Fairway Drive,San Jose,CA,95148,"1,236,000",5,2,3090,Apartment,property_images/apartment_images/apartment_236.jpg,house_detailed_images/bedroom/bed_54.jpg,house_detailed_images/bedroom/bed_37.jpg,house_detailed_images/bedroom/bed_98.jpg,house_detailed_images/bedroom/bed_81.jpg,house_detailed_images/bedroom/bed_21.jpg,,house_detailed_images/bathroom/bath_238.jpg,house_detailed_images/bathroom/bath_126.jpg,,,,house_detailed_images/kitchen/kitchen_283.jpg,house_detailed_images/livingroom/living_343.jpg,,For Sale
3552 Brophy Ct,San Jose,CA,95111,"2,800",5,1,1515,Single Family,property_images/single_family_images/single_family_230.jpg,house_detailed_images/bedroom/bed_75.jpg,house_detailed_images/bedroom/bed_50.jpg,house_detailed_images/bedroom/bed_80.jpg,house_detailed_images/bedroom/bed_83.jpg,house_detailed_images/bedroom/bed_64.jpg,,house_detailed_images/bathroom/bath_100.jpg,,,,,house_detailed_images/kitchen/kitchen_337.jpg,house_detailed_images/livingroom/living_361.jpg,house_detailed_images/dining/dining_82.jpg,Rent
9265 South Bascom Ave,San Jose,CA,95186,"887,200",5,3,2218,Single Family,property_images/single_family_images/single_family_231.jpg,house_detailed_images/bedroom/bed_59.jpg,house_detailed_images/bedroom/bed_26.jpg,house_detailed_images/bedroom/bed_65.jpg,house_detailed_images/bedroom/bed_32.jpg,house_detailed_images/bedroom/bed_30.jpg,,house_detailed_images/bathroom/bath_465.jpg,house_detailed_images/bathroom/bath_26.jpg,house_detailed_images/bathroom/bath_253.jpg,,,house_detailed_images/kitchen/kitchen_395.jpg,house_detailed_images/livingroom/living_8.jpg,house_detailed_images/dining/dining_49.jpg,For Sale
7591 Mabury Rd,San Jose,CA,95110,"3,602",4,3,2401,Apartment,property_images/apartment_images/apartment_237.jpg,house_detailed_images/bedroom/bed_25.jpg,house_detailed_images/bedroom/bed_79.jpg,house_detailed_images/bedroom/bed_36.jpg,house_detailed_images/bedroom/bed_40.jpg,,,house_detailed_images/bathroom/bath_189.jpg,house_detailed_images/bathroom/bath_464.jpg,house_detailed_images/bathroom/bath_459.jpg,,,house_detailed_images/kitchen/kitchen_598.jpg,house_detailed_images/livingroom/living_241.jpg,,Rent
3651 South Bascom Ave,San Jose,CA,95146,"2,859",1,2,1906,Single Family,property_images/single_family_images/single_family_232.jpg,house_detailed_images/bedroom/bed_93.jpg,,,,,,house_detailed_images/bathroom/bath_196.jpg,house_detailed_images/bathroom/bath_241.jpg,,,,house_detailed_images/kitchen/kitchen_372.jpg,house_detailed_images/livingroom/living_4.jpg,house_detailed_images/dining/dining_350.jpg,Rent
1379 El Camino Real,San Jose,CA,95125,"2,800",2,3,1814,Single Family,property_images/single_family_images/single_family_233.jpg,house_detailed_images/bedroom/bed_49.jpg,house_detailed_images/bedroom/bed_13.jpg,,,,,house_detailed_images/bathroom/bath_142.jpg,house_detailed_images/bathroom/bath_366.jpg,house_detailed_images/bathroom/bath_113.jpg,,,house_detailed_images/kitchen/kitchen_335.jpg,house_detailed_images/livingroom/living_428.jpg,house_detailed_images/dining/dining_17.jpg,Rent
3924 Lelong St,San Jose,CA,95152,"6,360",3,2,4240,Single Family,property_images/single_family_images/single_family_234.jpg,house_detailed_images/bedroom/bed_82.jpg,house_detailed_images/bedroom/bed_29.jpg,house_detailed_images/bedroom/bed_51.jpg,,,,house_detailed_images/bathroom/bath_157.jpg,house_detailed_images/bathroom/bath_377.jpg,,,,house_detailed_images/kitchen/kitchen_153.jpg,house_detailed_images/livingroom/living_499.jpg,house_detailed_images/dining/dining_66.jpg,Rent
4966 Quimby Rd,San Jose,CA,95122,"733,200",2,4,1833,Single Family,property_images/single_family_images/single_family_235.jpg,house_detailed_images/bedroom/bed_43.jpg,house_detailed_images/bedroom/bed_22.jpg,,,,,house_detailed_images/bathroom/bath_365.jpg,house_detailed_images/bathroom/bath_466.jpg,house_detailed_images/bathroom/bath_266.jpg,house_detailed_images/bathroom/bath_223.jpg,,house_detailed_images/kitchen/kitchen_603.jpg,house_detailed_images/livingroom/living_99.jpg,house_detailed_images/dining/dining_464.jpg,For Sale
2727 Mabury Rd,San Jose,CA,95140,"778,400",3,4,1946,Apartment,property_images/apartment_images/apartment_238.jpg,house_detailed_images/bedroom/bed_46.jpg,house_detailed_images/bedroom/bed_8.jpg,house_detailed_images/bedroom/bed_39.jpg,,,,house_detailed_images/bathroom/bath_257.jpg,house_detailed_images/bathroom/bath_492.jpg,house_detailed_images/bathroom/bath_423.jpg,house_detailed_images/bathroom/bath_180.jpg,,house_detailed_images/kitchen/kitchen_194.jpg,house_detailed_images/livingroom/living_358.jpg,,For Sale
3513 South Bascom Ave,San Jose,CA,95172,"517,200",5,4,1293,Apartment,property_images/apartment_images/apartment_239.jpg,house_detailed_images/bedroom/bed_63.jpg,house_detailed_images/bedroom/bed_97.jpg,house_detailed_images/bedroom/bed_95.jpg,house_detailed_images/bedroom/bed_69.jpg,house_detailed_images/bedroom/bed_84.jpg,,house_detailed_images/bathroom/bath_468.jpg,house_detailed_images/bathroom/bath_255.jpg,house_detailed_images/bathroom/bath_265.jpg,house_detailed_images/bathroom/bath_370.jpg,,house_detailed_images/kitchen/kitchen_405.jpg,house_detailed_images/livingroom/living_163.jpg,,For Sale
2437 Santa Teresa Blvd,San Jose,CA,95157,"2,800",2,1,1292,Apartment,property_images/apartment_images/apartment_240.jpg,house_detailed_images/bedroom/bed_3.jpg,house_detailed_images/bedroom/bed_61.jpg,,,,,house_detailed_images/bathroom/bath_83.jpg,,,,,house_detailed_images/kitchen/kitchen_611.jpg,house_detailed_images/livingroom/living_27.jpg,,Rent
9218 Brophy Ct,San Jose,CA,95114,"3,532",6,1,2355,Apartment,property_images/apartment_images/apartment_241.jpg,house_detailed_images/bedroom/bed_71.jpg,house_detailed_images/bedroom/bed_12.jpg,house_detailed_images/bedroom/bed_55.jpg,house_detailed_images/bedroom/bed_58.jpg,house_detailed_images/bedroom/bed_88.jpg,house_detailed_images/bedroom/bed_4.jpg,house_detailed_images/bathroom/bath_254.jpg,,,,,house_detailed_images/kitchen/kitchen_8.jpg,house_detailed_images/livingroom/living_125.jpg,,Rent
6392 Lelong St,San Jose,CA,95153,"2,800",1,2,1644,Single Family,property_images/single_family_images/single_family_236.jpg,house_detailed_images/bedroom/bed_16.jpg,,,,,,house_detailed_images/bathroom/bath_172.jpg,house_detailed_images/bathroom/bath_198.jpg,,,,house_detailed_images/kitchen/kitchen_715.jpg,house_detailed_images/livingroom/living_469.jpg,house_detailed_images/dining/dining_64.jpg,Rent
1935 Piedmont Rd,San Jose,CA,95154,"5,151",6,2,3434,Single Family,property_images/single_family_images/single_family_237.jpg,house_detailed_images/bedroom/bed_53.jpg,house_detailed_images/bedroom/bed_31.jpg,house_detailed_images/bedroom/bed_1.jpg,house_detailed_images/bedroom/bed_35.jpg,house_detailed_images/bedroom/bed_99.jpg,house_detailed_images/bedroom/bed_70.jpg,house_detailed_images/bathroom/bath_107.jpg,house_detailed_images/bathroom/bath_8.jpg,,,,house_detailed_images/kitchen/kitchen_106.jpg,house_detailed_images/livingroom/living_187.jpg,house_detailed_images/dining/dining_248.jpg,Rent
2487 Senter Rd,San Jose,CA,95151,"2,800",1,4,1133,Single Family,property_images/single_family_images/single_family_238.jpg,house_detailed_images/bedroom/bed_77.jpg,,,,,,house_detailed_images/bathroom/bath_69.jpg,house_detailed_images/bathroom/bath_285.jpg,house_detailed_images/bathroom/bath_67.jpg,house_detailed_images/bathroom/bath_421.jpg,,house_detailed_images/kitchen/kitchen_144.jpg,house_detailed_images/livingroom/living_19.jpg,house_detailed_images/dining/dining_294.jpg,Rent
5209 Lelong St,San Jose,CA,95192,"1,910,800",1,2,4777,Single Family,property_images/single_family_images/single_family_239.jpg,house_detailed_images/bedroom/bed_76.jpg,,,,,,house_detailed_images/bathroom/bath_283.jpg,house_detailed_images/bathroom/bath_402.jpg,,,,house_detailed_images/kitchen/kitchen_650.jpg,house_detailed_images/livingroom/living_240.jpg,house_detailed_images/dining/dining_19.jpg,For Sale
1997 Senter Rd,San Jose,CA,95186,"4,532",1,3,3021,Single Family,property_images/single_family_images/single_family_240.jpg,house_detailed_images/bedroom/bed_24.jpg,,,,,,house_detailed_images/bathroom/bath_341.jpg,house_detailed_images/bathroom/bath_392.jpg,house_detailed_images/bathroom/bath_164.jpg,,,house_detailed_images/kitchen/kitchen_241.jpg,house_detailed_images/livingroom/living_133.jpg,house_detailed_images/dining/dining_296.jpg,Rent
3756 Jackson Ave,San Jose,CA,95161,"1,886,000",3,1,4715,Apartment,property_images/apartment_images/apartment_242.jpg,house_detailed_images/bedroom/bed_60.jpg,house_detailed_images/bedroom/bed_48.jpg,house_detailed_images/bedroom/bed_72.jpg,,,,house_detailed_images/bathroom/bath_477.jpg,,,,,house_detailed_images/kitchen/kitchen_218.jpg,house_detailed_images/livingroom/living_354.jpg,,For Sale
5465 Lick Mill Blvd,San Jose,CA,95123,"7,000",2,1,4754,Single Family,property_images/single_family_images/single_family_241.jpg,house_detailed_images/bedroom/bed_78.jpg,house_detailed_images/bedroom/bed_45.jpg,,,,,house_detailed_images/bathroom/bath_30.jpg,,,,,house_detailed_images/kitchen/kitchen_981.jpg,house_detailed_images/livingroom/living_232.jpg,house_detailed_images/dining/dining_319.jpg,Rent
9252 McKee Rd,San Jose,CA,95172,"3,528",6,2,2352,Single Family,property_images/single_family_images/single_family_242.jpg,house_detailed_images/bedroom/bed_17.jpg,house_detailed_images/bedroom/bed_11.jpg,house_detailed_images/bedroom/bed_73.jpg,house_detailed_images/bedroom/bed_86.jpg,house_detailed_images/bedroom/bed_14.jpg,house_detailed_images/bedroom/bed_6.jpg,house_detailed_images/bathroom/bath_353.jpg,house_detailed_images/bathroom/bath_363.jpg,,,,house_detailed_images/kitchen/kitchen_509.jpg,house_detailed_images/livingroom/living_345.jpg,house_detailed_images/dining/dining_459.jpg,Rent
8044 Blossom Hill Road,San Jose,CA,95162,"2,800",2,4,919,Apartment,property_images/apartment_images/apartment_243.jpg,house_detailed_images/bedroom/bed_96.jpg,house_detailed_images/bedroom/bed_38.jpg,,,,,house_detailed_images/bathroom/bath_175.jpg,house_detailed_images/bathroom/bath_169.jpg,house_detailed_images/bathroom/bath_329.jpg,house_detailed_images/bathroom/bath_498.jpg,,house_detailed_images/kitchen/kitchen_93.jpg,house_detailed_images/livingroom/living_180.jpg,,Rent
7187 Brophy Ct,San Jose,CA,95155,"402,800",2,1,1007,Single Family,property_images/single_family_images/single_family_243.jpg,house_detailed_images/bedroom/bed_34.jpg,house_detailed_images/bedroom/bed_10.jpg,,,,,house_detailed_images/bathroom/bath_236.jpg,,,,,house_detailed_images/kitchen/kitchen_837.jpg,house_detailed_images/livingroom/living_207.jpg,house_detailed_images/dining/dining_288.jpg,For Sale
5462 Brophy Ct,San Jose,CA,95174,"3,320",4,1,2213,Apartment,property_images/apartment_images/apartment_244.jpg,house_detailed_images/bedroom/bed_9.jpg,house_detailed_images/bedroom/bed_100.jpg,house_detailed_images/bedroom/bed_47.jpg,house_detailed_images/bedroom/bed_33.jpg,,,house_detailed_images/bathroom/bath_184.jpg,,,,,house_detailed_images/kitchen/kitchen_916.jpg,house_detailed_images/livingroom/living_124.jpg,,Rent
6748 Piedmont Rd,San Jose,CA,95158,"1,680,400",3,1,4201,Apartment,property_images/apartment_images/apartment_245.jpg,house_detailed_images/bedroom/bed_2.jpg,house_detailed_images/bedroom/bed_74.jpg,house_detailed_images/bedroom/bed_90.jpg,,,,house_detailed_images/bathroom/bath_47.jpg,,,,,house_detailed_images/kitchen/kitchen_751.jpg,house_detailed_images/livingroom/living_54.jpg,,For Sale
7737 South Bascom Ave,San Jose,CA,95158,"398,400",2,4,996,Apartment,property_images/apartment_images/apartment_246.jpg,house_detailed_images/bedroom/bed_62.jpg,house_detailed_images/bedroom/bed_91.jpg,,,,,house_detailed_images/bathroom/bath_258.jpg,house_detailed_images/bathroom/bath_443.jpg,house_detailed_images/bathroom/bath_123.jpg,house_detailed_images/bathroom/bath_205.jpg,,house_detailed_images/kitchen/kitchen_49.jpg,house_detailed_images/livingroom/living_353.jpg,,For Sale
3316 El Camino Real,San Jose,CA,95111,"1,898,000",4,2,4745,Single Family,property_images/single_family_images/single_family_244.jpg,house_detailed_images/bedroom/bed_28.jpg,house_detailed_images/bedroom/bed_42.jpg,house_detailed_images/bedroom/bed_7.jpg,house_detailed_images/bedroom/bed_56.jpg,,,house_detailed_images/bathroom/bath_148.jpg,house_detailed_images/bathroom/bath_93.jpg,,,,house_detailed_images/kitchen/kitchen_353.jpg,house_detailed_images/livingroom/living_178.jpg,house_detailed_images/dining/dining_5.jpg,For Sale
4853 South Bascom Ave,San Jose,CA,95154,"7,000",4,1,4705,Apartment,property_images/apartment_images/apartment_247.jpg,house_detailed_images/bedroom/bed_44.jpg,house_detailed_images/bedroom/bed_87.jpg,house_detailed_images/bedroom/bed_27.jpg,house_detailed_images/bedroom/bed_94.jpg,,,house_detailed_images/bathroom/bath_13.jpg,,,,,house_detailed_images/kitchen/kitchen_612.jpg,house_detailed_images/livingroom/living_93.jpg,,Rent
2133 McKee Rd,San Jose,CA,95167,"1,063,200",4,4,2658,Apartment,property_images/apartment_images/apartment_248.jpg,house_detailed_images/bedroom/bed_67.jpg,house_detailed_images/bedroom/bed_5.jpg,house_detailed_images/bedroom/bed_52.jpg,house_detailed_images/bedroom/bed_18.jpg,,,house_detailed_images/bathroom/bath_6.jpg,house_detailed_images/bathroom/bath_183.jpg,house_detailed_images/bathroom/bath_40.jpg,house_detailed_images/bathroom/bath_237.jpg,,house_detailed_images/kitchen/kitchen_816.jpg,house_detailed_images/livingroom/living_396.jpg,,For Sale
6894 Pomeroy Ave,San Jose,CA,95129,"868,800",3,4,2172,Apartment,property_images/apartment_images/apartment_249.jpg,house_detailed_images/bedroom/bed_92.jpg,house_detailed_images/bedroom/bed_15.jpg,house_detailed_images/bedroom/bed_89.jpg,,,,house_detailed_images/bathroom/bath_119.jpg,house_detailed_images/bathroom/bath_99.jpg,house_detailed_images/bathroom/bath_220.jpg,house_detailed_images/bathroom/bath_410.jpg,,house_detailed_images/kitchen/kitchen_392.jpg,house_detailed_images/livingroom/living_122.jpg,,For Sale
4061 Santa Teresa Blvd,San Jose,CA,95173,"1,742,000",5,2,4355,Single Family,property_images/single_family_images/single_family_245.jpg,house_detailed_images/bedroom/bed_19.jpg,house_detailed_images/bedroom/bed_66.jpg,house_detailed_images/bedroom/bed_41.jpg,house_detailed_images/bedroom/bed_20.jpg,house_detailed_images/bedroom/bed_85.jpg,,house_detailed_images/bathroom/bath_269.jpg,house_detailed_images/bathroom/bath_200.jpg,,,,house_detailed_images/kitchen/kitchen_845.jpg,house_detailed_images/livingroom/living_228.jpg,house_detailed_images/dining/dining_485.jpg,For Sale
3341 Pomeroy Ave,San Jose,CA,95146,"2,800",5,4,1148,Single Family,property_images/single_family_images/single_family_246.jpg,house_detailed_images/bedroom/bed_68.jpg,house_detailed_images/bedroom/bed_57.jpg,house_detailed_images/bedroom/bed_23.jpg,house_detailed_images/bedroom/bed_54.jpg,house_detailed_images/bedroom/bed_37.jpg,,house_detailed_images/bathroom/bath_301.jpg,house_detailed_images/bathroom/bath_246.jpg,house_detailed_images/bathroom/bath_158.jpg,house_detailed_images/bathroom/bath_401.jpg,,house_detailed_images/kitchen/kitchen_276.jpg,house_detailed_images/livingroom/living_414.jpg,house_detailed_images/dining/dining_200.jpg,Rent
4658 Brophy Ct,San Jose,CA,95154,"629,200",3,4,1573,Single Family,property_images/single_family_images/single_family_247.jpg,house_detailed_images/bedroom/bed_98.jpg,house_detailed_images/bedroom/bed_81.jpg,house_detailed_images/bedroom/bed_21.jpg,,,,house_detailed_images/bathroom/bath_316.jpg,house_detailed_images/bathroom/bath_120.jpg,house_detailed_images/bathroom/bath_484.jpg,house_detailed_images/bathroom/bath_438.jpg,,house_detailed_images/kitchen/kitchen_273.jpg,house_detailed_images/livingroom/living_243.jpg,house_detailed_images/dining/dining_341.jpg,For Sale
8528 Senter Rd,San Jose,CA,95166,"1,237,600",6,1,3094,Apartment,property_images/apartment_images/apartment_250.jpg,house_detailed_images/bedroom/bed_75.jpg,house_detailed_images/bedroom/bed_50.jpg,house_detailed_images/bedroom/bed_80.jpg,house_detailed_images/bedroom/bed_83.jpg,house_detailed_images/bedroom/bed_64.jpg,house_detailed_images/bedroom/bed_59.jpg,house_detailed_images/bathroom/bath_225.jpg,,,,,house_detailed_images/kitchen/kitchen_117.jpg,house_detailed_images/livingroom/living_266.jpg,,For Sale
4654 Monterey Hwy,San Jose,CA,95127,"1,615,200",3,2,4038,Single Family,property_images/single_family_images/single_family_248.jpg,house_detailed_images/bedroom/bed_26.jpg,house_detailed_images/bedroom/bed_65.jpg,house_detailed_images/bedroom/bed_32.jpg,,,,house_detailed_images/bathroom/bath_146.jpg,house_detailed_images/bathroom/bath_463.jpg,,,,house_detailed_images/kitchen/kitchen_407.jpg,house_detailed_images/livingroom/living_376.jpg,house_detailed_images/dining/dining_373.jpg,For Sale
6586 Monterey Hwy,San Jose,CA,95140,"6,818",6,4,4545,Single Family,property_images/single_family_images/single_family_249.jpg,house_detailed_images/bedroom/bed_30.jpg,house_detailed_images/bedroom/bed_25.jpg,house_detailed_images/bedroom/bed_79.jpg,house_detailed_images/bedroom/bed_36.jpg,house_detailed_images/bedroom/bed_40.jpg,house_detailed_images/bedroom/bed_93.jpg,house_detailed_images/bathroom/bath_420.jpg,house_detailed_images/bathroom/bath_446.jpg,house_detailed_images/bathroom/bath_495.jpg,house_detailed_images/bathroom/bath_161.jpg,,house_detailed_images/kitchen/kitchen_707.jpg,house_detailed_images/livingroom/living_248.jpg,house_detailed_images/dining/dining_178.jpg,Rent
6306 El Camino Real,San Jose,CA,95182,"4,920",4,4,3280,Apartment,property_images/apartment_images/apartment_251.jpg,house_detailed_images/bedroom/bed_49.jpg,house_detailed_images/bedroom/bed_13.jpg,house_detailed_images/bedroom/bed_82.jpg,house_detailed_images/bedroom/bed_29.jpg,,,house_detailed_images/bathroom/bath_338.jpg,house_detailed_images/bathroom/bath_342.jpg,house_detailed_images/bathroom/bath_79.jpg,house_detailed_images/bathroom/bath_328.jpg,,house_detailed_images/kitchen/kitchen_648.jpg,house_detailed_images/livingroom/living_488.jpg,,Rent
2096 Cedar Ave,San Jose,CA,95112,"4,348",5,2,2899,Single Family,property_images/single_family_images/single_family_250.jpg,house_detailed_images/bedroom/bed_51.jpg,house_detailed_images/bedroom/bed_43.jpg,house_detailed_images/bedroom/bed_22.jpg,house_detailed_images/bedroom/bed_46.jpg,house_detailed_images/bedroom/bed_8.jpg,,house_detailed_images/bathroom/bath_159.jpg,house_detailed_images/bathroom/bath_166.jpg,,,,house_detailed_images/kitchen/kitchen_80.jpg,house_detailed_images/livingroom/living_497.jpg,house_detailed_images/dining/dining_371.jpg,Rent
2796 Elm St,San Jose,CA,95129,"3,033",3,2,2022,Single Family,property_images/single_family_images/single_family_251.jpg,house_detailed_images/bedroom/bed_39.jpg,house_detailed_images/bedroom/bed_63.jpg,house_detailed_images/bedroom/bed_97.jpg,,,,house_detailed_images/bathroom/bath_21.jpg,house_detailed_images/bathroom/bath_435.jpg,,,,house_detailed_images/kitchen/kitchen_26.jpg,house_detailed_images/livingroom/living_152.jpg,house_detailed_images/dining/dining_498.jpg,Rent
1762 Pine St,San Jose,CA,95125,"948,000",3,2,2370,Apartment,property_images/apartment_images/apartment_252.jpg,house_detailed_images/bedroom/bed_95.jpg,house_detailed_images/bedroom/bed_69.jpg,house_detailed_images/bedroom/bed_84.jpg,,,,house_detailed_images/bathroom/bath_448.jpg,house_detailed_images/bathroom/bath_364.jpg,,,,house_detailed_images/kitchen/kitchen_452.jpg,house_detailed_images/livingroom/living_239.jpg,,For Sale
1766 Cedar Ave,San Jose,CA,95126,"2,800",2,1,1332,Apartment,property_images/apartment_images/apartment_253.jpg,house_detailed_images/bedroom/bed_3.jpg,house_detailed_images/bedroom/bed_61.jpg,,,,,house_detailed_images/bathroom/bath_441.jpg,,,,,house_detailed_images/kitchen/kitchen_800.jpg,house_detailed_images/livingroom/living_472.jpg,,Rent
7689 Park Ave,San Jose,CA,95112,"745,200",3,1,1863,Apartment,property_images/apartment_images/apartment_254.jpg,house_detailed_images/bedroom/bed_71.jpg,house_detailed_images/bedroom/bed_12.jpg,house_detailed_images/bedroom/bed_55.jpg,,,,house_detailed_images/bathroom/bath_165.jpg,,,,,house_detailed_images/kitchen/kitchen_724.jpg,house_detailed_images/livingroom/living_482.jpg,,For Sale
1603 Cedar Ave,San Jose,CA,95126,"524,800",2,1,1312,Apartment,property_images/apartment_images/apartment_255.jpg,house_detailed_images/bedroom/bed_58.jpg,house_detailed_images/bedroom/bed_88.jpg,,,,,house_detailed_images/bathroom/bath_299.jpg,,,,,house_detailed_images/kitchen/kitchen_69.jpg,house_detailed_images/livingroom/living_344.jpg,,For Sale
2761 Birch Ln,San Jose,CA,95125,"461,200",2,1,1153,Apartment,property_images/apartment_images/apartment_256.jpg,house_detailed_images/bedroom/bed_4.jpg,house_detailed_images/bedroom/bed_16.jpg,,,,,house_detailed_images/bathroom/bath_144.jpg,,,,,house_detailed_images/kitchen/kitchen_586.jpg,house_detailed_images/livingroom/living_309.jpg,,For Sale
9514 Cedar Ave,San Jose,CA,95126,"1,612,800",6,4,4032,Single Family,property_images/single_family_images/single_family_252.jpg,house_detailed_images/bedroom/bed_53.jpg,house_detailed_images/bedroom/bed_31.jpg,house_detailed_images/bedroom/bed_1.jpg,house_detailed_images/bedroom/bed_35.jpg,house_detailed_images/bedroom/bed_99.jpg,house_detailed_images/bedroom/bed_70.jpg,house_detailed_images/bathroom/bath_240.jpg,house_detailed_images/bathroom/bath_152.jpg,house_detailed_images/bathroom/bath_25.jpg,house_detailed_images/bathroom/bath_43.jpg,,house_detailed_images/kitchen/kitchen_475.jpg,house_detailed_images/livingroom/living_64.jpg,house_detailed_images/dining/dining_265.jpg,For Sale
6668 Willow Dr,San Jose,CA,95129,"1,276,400",5,3,3191,Single Family,property_images/single_family_images/single_family_253.jpg,house_detailed_images/bedroom/bed_77.jpg,house_detailed_images/bedroom/bed_76.jpg,house_detailed_images/bedroom/bed_24.jpg,house_detailed_images/bedroom/bed_60.jpg,house_detailed_images/bedroom/bed_48.jpg,,house_detailed_images/bathroom/bath_272.jpg,house_detailed_images/bathroom/bath_163.jpg,house_detailed_images/bathroom/bath_52.jpg,,,house_detailed_images/kitchen/kitchen_881.jpg,house_detailed_images/livingroom/living_164.jpg,house_detailed_images/dining/dining_242.jpg,For Sale
